Seq,CR_No,Comp_Name_Eng,Comp_Name_Chi,Replaced_Name_Eng,Replaced_Name_Chi,Replaced_Eff_date
151,"1965489","CLP HUAXIN (HONG KONG) INTERNATIONAL ENGINEERING CONSULTING LIMITED","中電華鑫(香港)國際工程諮詢顧問有限公司","Company Registration Number 1965489 Limited","公司註冊編號 1965489 有限公司"," 15-10-2014"
152,"1848542","COFCO GROUP LOCAL PRODUCTS IMPORT AND EXPORT LIMITED","中糧集團土特產進出口有限公司","Company Registration Number 1848542 Limited","公司註冊編號 1848542 有限公司"," 21-01-2014"
153,"1552475","CROCODILE STOCKS (HK) CO., LIMITED","鱷魚股份(香港)有限公司","Company Registration Number 1552475 Limited","公司註冊編號 1552475 有限公司"," 23-01-2013"
154,"1463447","CXD INDUSTRIAL CO., LIMITED","誠信達會計師事務所有限公司","CXD INDUSTRIAL CO., LIMITED","公司註冊編號 1463447 有限公司"," 29-04-2013"
155,"1771607","Cesp Investment Group Limited","中電南方投資集團有限公司","Cesp Investment Group Limited","公司註冊編號 1771607 有限公司"," 26-07-2013"
156,"1744512","Cheung Kong (China) Investment Limited","長江(中國)投資有限公司","Company Registration Number 1744512 Limited","公司註冊編號 1744512 有限公司"," 12-09-2012"
157,"2117270","China Navigation Industry Association Limited","中國通航產業協會有限公司","Company Registration Number 2117270 Limited","中國通航產業協會有限公司"," 04-02-2016"
158,"1891974","China Ocean Oil Zhonghaixing International Group Limited","中國海洋石油中海星國際集團股份有限公司","China Ocean Oil Zhonghaixing International Group Limited","公司註冊編號 1891974 有限公司"," 28-05-2014"
159,"2707978","China Overseas Construction Investment Group Limited","中國海外建設投資集團有限公司","Company Registration Number 2707978 Limited","公司註冊編號 2707978 有限公司"," 04-02-2019"
160,"2640849","China Overseas Security Technology Group Co., Limited","中國海外安防技術集團有限公司","Company Registration Number 2640849 Limited","公司註冊編號 2640849 有限公司"," 03-01-2019"
161,"2227479","Chrome hearts Japan Limited","柯羅姆－哈茨日本有限公司","Company Registration Number 2227479 Limited","柯羅姆－哈茨日本有限公司"," 11-07-2016"
162,"1952196","Company Registration Number 1952196 Limited (Former English Company Name HK GOLD CROCODILE T-SHIRT SHOES INDUSTRY CO., LIMITED was replaced on 13.05.2014)","香港金鱷恤鞋業有限公司","Company Registration Number 1952196 Limited","公司註冊編號 1952196 有限公司"," 08-01-2015"
163,"2401003","DA NENG DEVELOPMENT LIMITED","達能發展有限公司","Company Registration Number 2401003 Limited","公司註冊編號 2401003 有限公司"," 10-08-2017"
164,"2014486","DANFOSS (HONG KONG) VALVE CO., LIMITED","丹佛斯(香港)閥門有限公司","Company Registration Number 2014486 Limited","公司註冊編號 2014486 有限公司"," 03-10-2014"
165,"1966093","DANFOSS VALVES (CHINA) CO., LIMITED","丹佛斯閥門(中國)有限公司","Company Registration Number 1966093 Limited","公司註冊編號 1966093 有限公司"," 13-10-2014"
166,"1927562","DAPHNE.FASHION SHOES INT'L CO., LIMITED","達芙妮‧尚品鞋業國際有限公司","Company Registration Number 1927562 Limited","公司註冊編號 1927562 有限公司"," 15-11-2013"
167,"2002571","DELIXI (SHANGHAI) ELECTRICAL GROUP LIMITED","德力西(上海)電器集團有限公司","Company Registration Number 2002571 Limited","公司註冊編號 2002571 有限公司"," 30-07-2014"
168,"1662112","DELOITTE INDUSTRIAL LIMITED","得勤實業有限公司","Company Registration Number 1662112 Limited","公司註冊編號 1662112 有限公司"," 20-09-2012"
169,"2245463","DEMAO XIMENZI (HK) ELECTRIC SHARES LIMITED","德貿西門子(香港)電氣股份有限公司","Company Registration Number 2245463 Limited","公司註冊編號 2245463 有限公司"," 19-10-2015"
170,"1828481","DIAMOND BATHROOM SHARE CO., LIMITED","鑽石衛浴股份有限公司","Company Registration Number 1828481 Limited","公司註冊編號 1828481 有限公司"," 02-01-2014"
171,"1065738","DIGITAL WINNER LIMITED","昌訊有限公司","DIGITAL WINNER LIMITED","公司註冊編號 1065738 有限公司"," 13-03-2015"
172,"2690239","DONGFANG OUPAI KITCHEN TOILET INTEGRATED CEILING (CHINA) LIMITED","東方歐派廚衛集成吊頂(中國)有限公司","Company Registration Number 2690239 Limited","公司註冊編號 2690239 有限公司"," 04-01-2019"
173,"1895616","DONGPENG BATHROOM (FOSHAN) EQUIPMENT LIMITED","東鵬衛浴(佛山)設備有限公司","Company Registration Number 1895616 Limited","公司註冊編號 1895616 有限公司"," 28-04-2014"
174,"1913040","DONGPENG BATHROOM (HONG KONG) CO., LIMITED","東鵬衛浴(香港)有限公司","Company Registration Number 1913040 Limited","公司註冊編號 1913040 有限公司"," 14-05-2014"
175,"1880115","DONGPENG BATHROOM LIMITED","東鵬衛浴有限公司","Company Registration Number 1880115 Limited","公司註冊編號 1880115 有限公司"," 13-05-2014"
176,"2012788","DONGPENG ZHENGTI SANITARY WARE (ITALY) LIMITED","東鵬整體衛浴(意大利) 有限公司","Company Registration Number 2012788 Limited","公司註冊編號 2012788 有限公司"," 18-08-2014"
177,"1976064","DONGTAO CERAMICS SANITARY WARE (CHINA) LIMITED","東陶陶瓷衛浴(中國)有限公司","Company Registration Number 1976064 Limited","公司註冊編號 1976064 有限公司"," 17-04-2014"
178,"1576580","DONGTAO SANITARY WARE (TAIWAN) LIMITED","東陶衛浴(臺灣)有限公司","Company Registration Number 1576580 Limited","公司註冊編號 1576580 有限公司"," 05-12-2011"
179,"1552954","DUNHILL (H.K.) CHAIN CO., LIMITED","登喜路(香港)連鎖機構有限公司","Company Registration Number 1552954 Limited","公司註冊編號 1552954 有限公司"," 07-03-2012"
180,"0979359","DUNHILL DRESS GROUP LIMITED","登喜路服飾集團有限公司","Company Registration Number 979359 Limited","公司註冊編號 979359 有限公司"," 24-07-2013"
181,"0877398","DUNHILL GROUP (H.K.) LIMITED","登喜路集團(香港)有限公司","Company Registration Number 877398 Limited","公司註冊編號 877398 有限公司"," 19-07-2013"
182,"1388923","DUNHILL INTERNATIONAL GROUP CO., LIMITED","登喜路國際集團有限公司","Company Registration Number 1388923 Limited","公司註冊編號 1388923 有限公司"," 22-07-2013"
183,"1625684","DUNHILU HOME TEXTIL LIMITED","登喜路家紡有限公司","Company Registration Number 1625684 Limited","公司註冊編號 1625684 有限公司"," 07-05-2012"
184,"1911596","DURO LINE S.A. LIMITED","","Company Registration Number 1911596 Limited",""," 25-08-2014"
185,"1863672","ECONOMIST GROUP LIMITED","經濟學人集團有限公司","Company Registration Number 1863672 Limited","公司註冊編號 1863672 有限公司"," 10-10-2013"
186,"1150887","ELECTROLUX INTERNATIONAL (HK) CO., LIMITED","伊萊克斯國際(香港)有限公司","Company Registration Number 1150887 Limited","公司註冊編號 1150887 有限公司"," 26-05-2014"
187,"2530181","EMMA NETWORK TECHNOLOGY LIMITED","愛瑪網絡科技有限公司","EMMA NETWORK TECHNOLOGY LIMITED","公司註冊編號 2530181 有限公司"," 31-05-2019"
188,"1770001","EMPEROR GRAND LIMITED","","Company Registration Number 1770001 Limited",""," 27-02-2013"
189,"1888899","EMPEROR GROUP ENTERPRISE MANAGE CONSULT LIMITED","帝王集團企業管理咨詢有限公司","Company Registration Number 1888899 Limited","帝王集團企業管理咨詢有限公司"," 22-01-2014"
190,"1998921","EMPEROR INT'L HOMEWARE INDUSTRY GROUP (HK) LIMITED","英皇國際家居產業集團(香港)有限公司","Company Registration Number 1998921 Limited","公司註冊編號 1998921 有限公司"," 11-07-2014"
191,"1561971","EMPEROR UNIVERSAL DEVELOPMENT CO. LIMITED","皇朝國際創建有限公司","Company Registration Number 1561971 Limited","皇朝國際創建有限公司"," 14-02-2012"
192,"1873478","ENERSYS (MOBIL) OIL GROUP CO., LIMITED","艾諾斯 (美孚) 石油集團股份有限公司","Company Registration Number 1873478 Limited","公司註冊編號 1873478 有限公司"," 08-12-2014"
193,"1761023","ENGLAND KEPAI PETROLEUM SHARE CO., LIMITED","英國殼牌石油股份有限公司","ENGLAND KEPAI PETROLEUM SHARE CO., LIMITED","公司註冊編號 1761023 有限公司"," 21-07-2016"
194,"1123175","ETERNAL RICH CORPORATION LIMITED","恒富興業有限公司","ETERNAL RICH CORPORATION LIMITED","公司註冊編號 1123175 有限公司"," 22-09-2016"
195,"1799843","EVERWISE ASIA PACIFIC LIMITED","永智亞太有限公司","EVERWISE ASIA PACIFIC LIMITED","公司註冊編號 1799843 有限公司"," 06-11-2018"
196,"0896834","EXCEL GAINER INVESTMENT LIMITED","盛發投資有限公司","EXCEL GAINER INVESTMENT LIMITED","公司註冊編號 0896834 有限公司"," 12-04-2019"
197,"1775525","EXETER EXXONMOBIL TIANJIN OIL (GROUP) LIMITED","埃克森美孚天津石油(集團)有限公司","Company Registration Number 1775525 Limited","公司註冊編號 1775525 有限公司"," 16-07-2014"
198,"1963932","EXXON FUGAO OIL SHARES LIMITED","埃克森富高石油股份有限公司","Company Registration Number 1963932 Limited","公司註冊編號 1963932 有限公司"," 07-01-2015"
199,"1593814","EXXON MOBIL (HK) OIL CHEMICAL GROUP LIMITED","埃克森美孚(香港)石油化工集團有限公司","Company Registration Number 1593814 Limited","公司註冊編號 1593814 有限公司"," 04-07-2014"
200,"1913583","EXXON-MOBIL OIL INTERNATIONAL GROUP (HK) INVESTMENT LIMITED","埃克森美孚石油國際集團(香港)投資有限公司","Company Registration Number 1913583 Limited","公司註冊編號 1913583 有限公司"," 04-12-2014"
201,"1732677","EYU BROTHER (USA) GROUP LIMITED","鱷魚兄弟(美國)集團有限公司","EYU BROTHER (USA) GROUP LIMITED","公司註冊編號 1732677 有限公司"," 09-08-2012"
202,"1876493","Emperor Budweiser HaiErBin International Group Limited","英皇百威哈爾濱國際集團有限公司","Company Registration Number 1876493 Limited","公司註冊編號 1876493 有限公司"," 11-04-2014"
203,"2172516","Estee Lauder (CANADA) Biology Group Co., Limited","雅詩蘭黛加拿大生物集團有限公司","Company Registration Number 2172516 Limited","公司註冊編號 2172516 有限公司"," 19-10-2015"
204,"2144695","Eu Yan Sang (HONGKONG) PHARMACY INTERNATIONAL GROUP LIMITED","余仁生(香港)制藥國際集團有限公司","Company Registration Number 2144695 Limited","公司註冊編號 2144695 有限公司"," 29-06-2016"
205,"2245816","F6 INTERNATIONAL GROUP (HK) LIMITED","六福國際集團(香港)有限公司","F6 INTERNATIONAL GROUP (HK) LIMITED","公司註冊編號 2245816 有限公司"," 25-08-2015"
206,"1174684","FAITH STAR CORPORATION LIMITED","信星興業有限公司","FAITH STAR CORPORATION LIMITED","公司註冊編號 1174684 有限公司"," 11-09-2015"
207,"1638305","FANGTAI CLEAN SUPPLIES (HONGKONG) LIMITED","方太清潔用品(香港)有限公司","FANGTAI CLEAN SUPPLIES (HONGKONG) LIMITED","公司註冊編號 1638305 有限公司"," 25-05-2012"
208,"1723984","FANGTAI ELECTRIC APPLIANCES (NINGBO) HOLDING LIMITED","方太電器(寧波)控股有限公司","FANGTAI ELECTRIC APPLIANCES (NINGBO) HOLDING LIMITED","公司註冊編號 1723984 有限公司"," 08-04-2013"
209,"1598956","FANGTAI ELECTRICAL (SHANGHAI) LIMITED","方太電器(上海)有限公司","FANGTAI ELECTRICAL (SHANGHAI) LIMITED","公司註冊編號 1598956 有限公司"," 03-05-2012"
210,"2156571","FANGTAI ENTIRETY BATHROOM ACCESSORY HONGKONG LIMITED","方太整體衛浴香港有限公司","FANGTAI ENTIRETY BATHROOM ACCESSORY HONGKONG LIMITED","公司註冊編號 2156571 有限公司"," 24-11-2015"
211,"1594727","FANGTAI LIFE ELECTRIC (NINGBO) LIMITED","方太生活電器(寧波)有限公司","FANGTAI LIFE ELECTRIC (NINGBO) LIMITED","公司註冊編號 1594727 有限公司"," 07-05-2012"
212,"1253738","FAW LUBRICANT PARTS LIMITED","一汽潤滑油備品有限公司","Company Registration Number 1253738 Limited","公司註冊編號 1253738 有限公司"," 10-09-2013"
213,"1951813","FEDERAL MEIFU INT'L PETROLEUM GROUP LIMITED","聯邦美孚國際石油集團有限公司","FEDERAL MEIFU INT'L PETROLEUM GROUP LIMITED","公司註冊編號 1951813 有限公司"," 24-12-2014"
214,"2235531","FEILIPU (HOLLAND) INT'L HOLDING LIMITED","飛利浦(荷蘭)國際控股有限公司","Company Registration Number 2235531 Limited","公司註冊編號 2235531 有限公司"," 20-10-2015"
215,"2179654","FEILIPU ELECTRIC APPLIANCE INDUSTRY CO., LIMITED","飛利浦電器實業有限公司","Company Registration Number 2179654 Limited","公司註冊編號 2179654 有限公司"," 05-06-2015"
216,"2042406","FENGFAN BATTERY (INT'L) LIMITED","風帆蓄電池(國際)有限公司","Company Registration Number 2042406 Limited","公司註冊編號 2042406 有限公司"," 16-12-2014"
217,"2139158","FENGZE INTERNATIONAL (HONGKONG) CO., LIMITED","豐澤國際(香港)有限公司","FENGZE INTERNATIONAL (HONGKONG) CO., LIMITED","公司註冊編號 2139158 有限公司"," 09-10-2015"
218,"1547765","FISTAR ENTERPRISE LIMITED","","Company Registration Number 1547765 Limited",""," 29-02-2012"
219,"2057960","FOENZNS (ITALY) HOLDING LIMITED","法恩莎(意大利)控股有限公司","FOENZNS (ITALY) HOLDING LIMITED","公司註冊編號 2057960 有限公司"," 07-05-2015"
220,"2102061","FOSHAN ARROW SANITARY WARE SHARES LIMITED","佛山箭牌衛浴股份有限公司","Company Registration Number 2102061 Limited","公司註冊編號 2102061 有限公司"," 14-07-2015"
221,"1918013","FOSHAN FAENZA SANITARY WARE CO., LIMITED","佛山法恩莎衛浴有限公司","Company Registration Number 1918013 Limited","公司註冊編號 1918013 有限公司"," 11-07-2014"
222,"1589280","FOSHAN MENNNLS SANITARY WARE LIMITED","佛山蒙娜麗莎衛浴有限公司","Company Registration Number 1589280 Limited","公司註冊編號 1589280 有限公司"," 24-05-2012"
223,"1659126","FOSHAN MONALISA BUILDING MATERIALS CO., LIMITED","佛山蒙娜麗莎建材有限公司","Company Registration Number 1659126 Limited","公司註冊編號 1659126 有限公司"," 28-09-2012"
224,"1912387","FOSHAN YINGPAI CERAMICS SANITARY FITTINGS CO., LIMITED","佛山鷹牌陶瓷潔具有限公司","Company Registration Number 1912387 Limited","公司註冊編號 1912387 有限公司"," 26-03-2014"
225,"1892687","FRANCE CHANEL (INTERNATIONAL) FASHION CO., LIMITED","法國香奈兒(國際)時裝有限公司","Company Registration Number 1892687 Limited","公司註冊編號 1892687 有限公司"," 10-04-2014"
226,"2075118","FRANCE CHANEL INTERNATIONAL CLOTHING CO., LIMITED","法國香奈兒國際服飾有限公司","Company Registration Number 2075118 Limited","公司註冊編號 2075118 有限公司"," 19-01-2015"
227,"2232941","FRANCE CHANEL No.6 INT'L HOLDING GROUP LIMITED","法國香奈兒6號國際股份集團有限公司","Company Registration Number 2232941 Limited","公司註冊編號 2232941 有限公司"," 16-09-2015"
228,"2116635","FRANCE CHVUFL GROUP DEVELOPMENT LIMITED","法國香奈兒集團發展有限公司","FRANCE CHVUFL GROUP DEVELOPMENT LIMITED","公司註冊編號 2116635 有限公司"," 14-01-2015"
229,"1292003","FRANCE CROCODILE (HK) FINERY LIMITED","法國鱷魚(香港)服飾有限公司","Company Registration Number 1292003 Limited","公司註冊編號 1292003 有限公司"," 22-01-2013"
230,"1072474","FRANCE CROCODILE CLOTHING INDUSTRIAL LIMITED","法國鱷魚服飾實業有限公司","Company Registration Number 1072474 Limited","公司註冊編號 1072474 有限公司"," 05-02-2013"
231,"0934097","FRANCE CROCODILE FASHION INT'L CONTROL LIMITED","法國鱷魚服裝國際控股有限公司","Company Registration Number 934097 Limited","公司註冊編號 934097 有限公司"," 22-01-2013"
232,"1389886","FRANCE CROCODILE FINERY CO., LIMITED","法國鱷魚服飾有限公司","Company Registration Number 1389886 Limited","公司註冊編號 1389886 有限公司"," 24-04-2014"
